Scientific Name,Common Name,Genus,Family,Family Common Name,Duration,Growth Habit,Fact Sheets,Plant Guides,Characteristics Data,Cultivar Name,Active Growth Period,Bloat,Coppice Potential,Fire Resistance,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Fruit Color,Fruit Conspicuous,"Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Nitrogen Fixation,Shape and Orientation,Toxicity,Drought Tolerance,Fertility Requirement,Moisture Use,pH (Minimum),pH (Maximum),Salinity Tolerance,Shade Tolerance,Fruit/Seed Period End,Berry/Nut/Seed Product,Christmas Tree Product,Fodder Product,Fuelwood Product,Lumber Product,Naval Store Product,Post Product,Pulpwood Product,Veneer Product
Microseris douglasii ssp. douglasii,Douglas' silverpuffs,Microseris,Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microseris douglasii ssp. platycarpha,Douglas' silverpuffs,Microseris,Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microseris douglasii var. platycarpha,,Microseris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microseris douglasii ssp. tenella,Douglas' silverpuffs,Microseris,Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microseris heterocarpa,grassland silverpuffs,Microseris,Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stebbinsoseris heterocarpa,,Stebbinsoseris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microseris lindleyi,Lindley's silverpuffs,Microseris,Asteraceae,Aster family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microseris linearifolia,,Microseris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uropappus lindleyi,,Uropappus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uropappus linearifolius,,Uropappus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimetanthe,mimetanthe,Mimetanthe,Scrophulariaceae,Figwort family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimetanthe pilosa,false monkeyflower,Mimetanthe,Scrophulariaceae,Figwort family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus pilosus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus,monkeyflower,Mimulus,Scrophulariaceae,Figwort family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus brevipes,widethroat yellow monkeyflower,Mimulus,Scrophulariaceae,Figwort family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eunanus brevipes,,Eunanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus cardinalis,scarlet monkeyflower,Mimulus,Scrophulariaceae,Figwort family,Perennial,Forb/herb,,,Yes,,Spring and Summer,None,No,No,Red,Yes,Green,Porous,Brown,No,2.5,No,No,Moderate,None,Erect,None,Low,Medium,High,6,7.2,None,Tolerant,Summer,No,No,No,,No,No,No,No,No
Diplacus cardinalis,,Diplacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythranthe cardinalis,,Erythranthe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus cardinalis var. exsul,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus cardinalis var. griseus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus cardinalis var. rigens,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus cardinalis var. verbenaceus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus verbenaceus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus diffusus,Palomar monkeyflower,Mimulus,Scrophulariaceae,Figwort family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus grantianus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus floribundus,manyflowered monkeyflower,Mimulus,Scrophulariaceae,Figwort family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus deltoides,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus floribundus ssp. moorei,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus floribundus var. geniculatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus floribundus var. membranaceus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus floribundus var. subulatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus geniculatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus membranaceus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus multiflorus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus peduncularis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus pubescens,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus serotinus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus subulatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus trisulcatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus,seep monkeyflower,Mimulus,Scrophulariaceae,Figwort family,"Annual, Perennial",Forb/herb,,,Yes,,Spring and Summer,None,No,No,Yellow,Yes,Green,Porous,Brown,No,2.5,No,No,Short,None,Semi-Erect,None,None,High,High,6,8,None,Tolerant,Summer,No,No,No,,No,No,No,No,No
Mimulus arvensis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus bakeri,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus brachystylis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus clementinus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus cordatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus cuspidata,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus decorus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus equinnus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus glabratus var. ascendens,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus glareosus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus grandiflorus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus grandis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus ssp. arenicola,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus ssp. arvensis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus ssp. haidensis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus ssp. litoralis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus ssp. micranthus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus ssp. scouleri,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. arvensis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. decorus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. depauperatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. gracilis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. grandis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. hallii,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. insignis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. laxus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. lyratus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. microphyllus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. nasutus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus guttatus var. puberulus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus hallii,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus hirsutus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. argutus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. arvensis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. californicus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. grandis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. guttatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. insignis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. microphyllus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. minimus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. nasutus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus langsdorffii var. platyphyllus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus laxus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus longulus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus luteus var. depauperatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus luteus var. gracilis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus lyratus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus maguirei,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus marmoratus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus micranthus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus microphyllus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus nasutus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus nasutus var. micranthus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus paniculatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus pardalis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus parishii,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus petiolaris,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus prionophyllus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus procerus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus puberulus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus puncticalyx,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus rivularis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus scouleri,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus sookensis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus subreniformis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus tenellus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus thermalis,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mimulus unimaculatus,,Mimulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis,four o'clock,Mirabilis,Nyctaginaceae,Four o'clock family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis laevis,desert wishbone-bush,Mirabilis,Nyctaginaceae,Four o'clock family,Perennial,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis laevis var. laevis,desert wishbone-bush,Mirabilis,Nyctaginaceae,Four o'clock family,Perennial,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis californica,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis californica var. californica,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus laevis,,Oxybaphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quamoclidion laevis,,Quamoclidion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis linearis,narrowleaf four o'clock,Mirabilis,Nyctaginaceae,Four o'clock family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allionia decumbens,,Allionia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allionia gausapoides,,Allionia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allionia linearis,,Allionia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calymenia decumbens,,Calymenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis decumbens,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis diffusa,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis gausapoides,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis hirsuta var. linearis,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis lanceolata,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis linearis var. linearis,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis linearis var. subhispida,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus angustifolius,,Oxybaphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus decumbens,,Oxybaphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus diffusus,,Oxybaphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus gausapoides,,Oxybaphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus lanceolatus,,Oxybaphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus linearis,,Oxybaphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxybaphus linearis var. subhispidus,,Oxybaphus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis multiflora,Colorado four o'clock,Mirabilis,Nyctaginaceae,Four o'clock family,Perennial,"Forb/herb, Subshrub",,,Yes,,Spring and Summer,None,No,No,Purple,Yes,Green,Moderate,Brown,No,2,No,No,Moderate,None,Semi-Erect,None,High,Low,Low,6.5,8.5,Low,Intolerant,Summer,No,No,No,,No,No,No,No,No
Mirabilis multiflora var. pubescens,Colorado four o'clock,Mirabilis,Nyctaginaceae,Four o'clock family,Perennial,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis froebelii,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirabilis froebelii var. glabrata,,Mirabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modiola,bristlemallow,Modiola,Malvaceae,Mallow family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modiola caroliniana,Carolina bristlemallow,Modiola,Malvaceae,Mallow family,"Annual, Biennial, Perennial","Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modiola multifida,,Modiola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mollugo,carpetweed,Mollugo,Molluginaceae,Carpet-weed family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mollugo verticillata,green carpetweed,Mollugo,Molluginaceae,Carpet-weed family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mollugo berteriana,,Mollugo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monanthochloe,shoregrass,Monanthochloe,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monanthochloe littoralis,shoregrass,Monanthochloe,Poaceae,Grass family,Perennial,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distichlis littoralis,,Distichlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella,monardella,Monardella,Lamiaceae,Mint family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella hypoleuca,thickleaf monardella,Monardella,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella hypoleuca ssp. hypoleuca,thickleaf monardella,Monardella,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella hypoleuca ssp. lanata,feltleaf monardella,Monardella,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella lanata,,Monardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella lanceolata,mustang monardella,Monardella,Lamiaceae,Mint family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella lanceolata var. lanceolata,mustang monardella,Monardella,Lamiaceae,Mint family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella macrantha,red monardella,Monardella,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella macrantha ssp. hallii,Hall's monardella,Monardella,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella macrantha var. hallii,,Monardella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monardella nana,yellow monardella,Monardella,Lamiaceae,Mint family,Perennial,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monolepis,povertyweed,Monolepis,Chenopodiaceae,Goosefoot family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monolepis nuttalliana,Nuttall's povertyweed,Monolepis,Chenopodiaceae,Goosefoot family,Annual,Forb/herb,,,Yes,,Spring and Summer,None,No,No,Green,No,Dark Green,Porous,Brown,No,0.8,No,No,,None,Decumbent,None,Medium,Low,Medium,6.5,9,High,Intolerant,Summer,No,No,No,,No,No,No,No,No
Mucronea,spineflower,Mucronea,Polygonaceae,Buckwheat family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mucronea californica,California spineflower,Mucronea,Polygonaceae,Buckwheat family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorizanthe californica,,Chorizanthe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorizanthe californica var. suksdorfii,,Chorizanthe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mucronea californica var. suksdorfii,,Mucronea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhlenbergia,muhly,Muhlenbergia,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhlenbergia asperifolia,scratchgrass,Muhlenbergia,Poaceae,Grass family,Perennial,Graminoid,,,Yes,,"Spring, Summer, Fall",None,No,No,Purple,No,Yellow-Green,Porous,Brown,No,2,No,No,Moderate,None,Decumbent,None,Low,Low,High,6,8.4,High,Tolerant,Fall,No,No,No,,No,No,No,No,No
Sporobolus asperifolius,,Sporobolus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhlenbergia microsperma,littleseed muhly,Muhlenbergia,Poaceae,Grass family,Annual,Graminoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhlenbergia debilis,,Muhlenbergia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoporum,myoporum,Myoporum,Myoporaceae,Myoporum family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myoporum laetum,ngaio tree,Myoporum,Myoporaceae,Myoporum family,Perennial,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myriophyllum,watermilfoil,Myriophyllum,Haloragaceae,Water Milfoil family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myriophyllum spicatum,Eurasian watermilfoil,Myriophyllum,Haloragaceae,Water Milfoil family,Perennial,Forb/herb,,../plantguide/pdf/pg_mysp2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najas,waternymph,Najas,Najadaceae,Water-nymph family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najas flexilis,nodding waternymph,Najas,Najadaceae,Water-nymph family,Annual,Forb/herb,,,Yes,,"Spring, Summer, Fall",None,No,Yes,Green,No,Green,Porous,Green,No,2.5,No,No,,None,Semi-Erect,None,None,Medium,High,6.5,7.5,Medium,Intermediate,Fall,No,No,No,,No,No,No,No,No
Caulinia flexilis,,Caulinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najas caespitosa,,Najas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najas flexilis ssp. caespitosa,,Najas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najas flexilis var. congesta,,Najas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najas flexilis var. robusta,,Najas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najas guadalupensis,southern waternymph,Najas,Najadaceae,Water-nymph family,Annual,Forb/herb,,,Yes,,Summer,None,No,No,Green,No,Gray-Green,,Brown,No,1,No,No,,None,Prostrate,None,None,Medium,High,5.2,9.6,Medium,Intolerant,Fall,No,No,No,,No,No,No,No,No
Najas guadalupensis ssp. guadalupensis,southern waternymph,Najas,Najadaceae,Water-nymph family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caulinia guadalupensis,,Caulinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nama,fiddleleaf,Nama,Hydrophyllaceae,Waterleaf family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nama stenocarpum,mud fiddleleaf,Nama,Hydrophyllaceae,Waterleaf family,Annual,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassella,needlegrass,Nassella,Poaceae,Grass family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
